gene_id,gene_name,gene_biotype,CTRL,EZH
ENSG00000004897,CDC27,protein_coding,3.4390575475050986,3.488991107315472
ENSG00000004961,HCCS,protein_coding,3.3649764466920096,3.3892525646225655
ENSG00000004975,DVL2,protein_coding,3.7160637257469293,3.688002293770731
ENSG00000005007,UPF1,protein_coding,4.966693631995751,5.053437224825255
ENSG00000005020,SKAP2,protein_coding,3.71493089679055,3.2707534260807054
ENSG00000005022,SLC25A5,protein_coding,9.106222667097864,8.951717303995904
ENSG00000005059,MCUB,protein_coding,2.9649111170053595,1.959110156147668
ENSG00000005073,HOXA11,protein_coding,2.7431202718285905,2.842566227712891
ENSG00000005075,POLR2J,protein_coding,5.271561542430871,5.397431752172222
ENSG00000005100,DHX33,protein_coding,3.5962669263572,3.4745482623991135
ENSG00000005108,THSD7A,protein_coding,1.40750266627803,1.8464333348669604
ENSG00000005156,LIG3,protein_coding,2.9233528384516165,2.948124912954352
ENSG00000005175,RPAP3,protein_coding,3.2498454705523074,3.1968491882890553
ENSG00000005187,ACSM3,protein_coding,2.8073993311596306,3.2001905800534254
ENSG00000005189,REXO5,protein_coding,3.5248391167254516,2.688713519912938
ENSG00000005194,CIAPIN1,protein_coding,3.896149476212063,3.9037984950692977
ENSG00000005206,SPPL2B,protein_coding,3.3304917993516256,3.6687307769003343
ENSG00000005238,FAM214B,protein_coding,0.8077662277100015,0.78839941178742
ENSG00000005249,PRKAR2B,protein_coding,0.48333132440366183,0.29970319097547315
ENSG00000005302,MSL3,protein_coding,2.0286799242606026,2.216882707024109
ENSG00000005339,CREBBP,protein_coding,2.9451309086135264,2.865151344972408
ENSG00000005379,TSPOAP1,protein_coding,5.39428825662166,5.360312776173238
ENSG00000005381,MPO,protein_coding,11.485215266454315,11.412016932616515
ENSG00000005436,GCFC2,protein_coding,2.1912058767508644,2.1653642601429848
ENSG00000005448,WDR54,protein_coding,3.995513181261552,3.63754122181382
ENSG00000005469,CROT,protein_coding,0.842516638311947,0.7312256036434867
ENSG00000005471,ABCB4,protein_coding,0.014110619210036302,0.010362608443722231
ENSG00000005483,KMT2E,protein_coding,3.8512492032723964,3.420748596618509
ENSG00000005486,RHBDD2,protein_coding,3.34665944387215,3.7941761668486262
ENSG00000005700,IBTK,protein_coding,3.459761792380125,3.213385765579242
ENSG00000005801,ZNF195,protein_coding,2.2984056573402722,1.8763589991472842
ENSG00000005810,MYCBP2,protein_coding,4.562057477395794,4.505762882729625
ENSG00000005812,FBXL3,protein_coding,2.7991660878238673,2.716039378677508
ENSG00000005844,ITGAL,protein_coding,0.42256065938843496,0.37349848290641297
ENSG00000005889,ZFX,protein_coding,2.062361882554385,2.0371898701190863
ENSG00000005893,LAMP2,protein_coding,4.6372736143678885,4.381787139119885
ENSG00000005961,ITGA2B,protein_coding,0.07061719719655896,0.1896445977903706
ENSG00000005981,ASB4,protein_coding,0.007907635193031398,0.023076897238232683
ENSG00000006007,GDE1,protein_coding,3.834231281621915,3.632559526422101
ENSG00000006015,REX1BD,protein_coding,3.179574768650844,3.5063272086162396
ENSG00000006016,CRLF1,protein_coding,0.06027128683045236,0.06185245171527645
ENSG00000006025,AC003665.1,protein_coding,2.3303344791948546,2.6436712432507
ENSG00000006047,YBX2,protein_coding,0.09166382130015333,0.16901259487795692
ENSG00000006062,MAP3K14,protein_coding,1.5423420122564007,2.0302979549368305
ENSG00000006125,AP2B1,protein_coding,4.770616996225676,4.776053184704372
ENSG00000006194,ZNF263,protein_coding,3.1822792983792287,3.0960869169262444
ENSG00000006282,SPATA20,protein_coding,2.2135607916382667,2.604721303428535
ENSG00000006327,TNFRSF12A,protein_coding,1.8708898974684294,1.919553905727927
ENSG00000006377,DLX6,protein_coding,0.05205747595569474,0.0609005860452016
ENSG00000006432,MAP3K9,protein_coding,0.1668862294940542,0.16918164078311754
ENSG00000006451,RALA,protein_coding,3.756249861247617,3.737878673364366
ENSG00000006453,BAIAP2L1,protein_coding,0.052078686944193944,0.0810253523446654
ENSG00000006459,KDM7A,protein_coding,1.3363940535023975,0.9955858807524064
ENSG00000006468,ETV1,protein_coding,1.4502007357200397,1.050841451702448
ENSG00000006530,AGK,protein_coding,1.6477695685869902,1.7276392172102197
ENSG00000006534,ALDH3B1,protein_coding,2.340606067558573,2.003430742985252
ENSG00000006576,PHTF2,protein_coding,1.7696645494911958,1.554357625117155
ENSG00000006607,FARP2,protein_coding,1.868355744241544,1.6422123640033566
ENSG00000006625,GGCT,protein_coding,5.363344773528178,5.295996020285071
ENSG00000006634,DBF4,protein_coding,3.2363110121767806,3.0414004783591
ENSG00000006652,IFRD1,protein_coding,3.150720420896036,3.2610589622524393
ENSG00000006695,COX10,protein_coding,2.67696916064061,2.713866166907178
ENSG00000006704,GTF2IRD1,protein_coding,0.9782523679936994,0.02046565624823857
ENSG00000006712,PAF1,protein_coding,4.575684015035537,4.543071089313685
ENSG00000006715,VPS41,protein_coding,2.595074619314468,2.6494086890633866
ENSG00000006740,ARHGAP44,protein_coding,0.10573020774140839,0.27159593314044406
ENSG00000006744,ELAC2,protein_coding,3.5998889211095815,3.7529096715226142
ENSG00000006747,SCIN,protein_coding,0.003138040859427079,0.002302197233163659
ENSG00000006757,PNPLA4,protein_coding,1.6393213706013632,1.7541536149653723
ENSG00000006831,ADIPOR2,protein_coding,5.102492132620802,5.194504073403764
ENSG00000006837,CDKL3,protein_coding,0.10077991370747384,0.05834891709688584
ENSG00000007047,MARK4,protein_coding,1.4228295906828339,1.5970310962161343
ENSG00000007080,CCDC124,protein_coding,5.410479420721238,5.544216442353511
ENSG00000007129,CEACAM21,protein_coding,0.10679063394855424,0.04008543163293536
ENSG00000007168,PAFAH1B1,protein_coding,3.1687887404627473,3.187807231686115
ENSG00000007202,KIAA0100,protein_coding,5.537215364652125,5.8494165607492645
ENSG00000007237,GAS7,protein_coding,0.9391318790598908,0.4671465875840336
ENSG00000007255,TRAPPC6A,protein_coding,4.2116518819149995,4.322284691916358
ENSG00000007264,MATK,protein_coding,4.975193603844609,5.522434090233723
ENSG00000007341,ST7L,protein_coding,1.37774110524414,1.5029780199923413
ENSG00000007372,PAX6,protein_coding,0.32679685130062164,0.0418604288570113
ENSG00000007376,RPUSD1,protein_coding,4.511844197914116,4.884827701420575
ENSG00000007384,RHBDF1,protein_coding,0.07952330548814054,0.2404534869186682
ENSG00000007392,LUC7L,protein_coding,3.19681736583354,3.138232786199007
ENSG00000007516,BAIAP3,protein_coding,0.052514956375500084,0.008690567356615794
ENSG00000007520,TSR3,protein_coding,4.701693711103521,4.721383480293829
ENSG00000007541,PIGQ,protein_coding,2.3800016910903175,2.6015339733347336
ENSG00000007545,CRAMP1,protein_coding,2.171271511823928,2.0945109400003807
ENSG00000007866,TEAD3,protein_coding,2.133425328524077,1.9493867471598991
ENSG00000007923,DNAJC11,protein_coding,4.830969210571546,5.047994547817296
ENSG00000007944,MYLIP,protein_coding,2.463601230936219,3.30695507503171
ENSG00000007968,E2F2,protein_coding,3.9217040901936855,3.9387533938125157
ENSG00000008018,PSMB1,protein_coding,6.507823965820108,6.391668144981384
ENSG00000008083,JARID2,protein_coding,3.7604705152248696,3.990747634027377
ENSG00000008086,CDKL5,protein_coding,0.025441743090407875,0.03869558528702126
ENSG00000008128,CDK11A,protein_coding,1.2564025696554717,1.5836589208832577
ENSG00000008130,NADK,protein_coding,4.723064856754028,4.852866223425881
ENSG00000008226,DLEC1,protein_coding,0.038893297290877545,0.12604665937620002
ENSG00000008256,CYTH3,protein_coding,1.3999275286541528,1.529133353246647
ENSG00000008277,ADAM22,protein_coding,1.44489298203875,1.5418410784745646
ENSG00000008282,SYPL1,protein_coding,5.183725552237689,4.555426173558094
ENSG00000008283,CYB561,protein_coding,0.24662051722758532,0.25013385056978743
ENSG00000008294,SPAG9,protein_coding,2.8821048360078385,2.827100015510191
ENSG00000008300,CELSR3,protein_coding,1.6374477306114539,1.9041339859672393
ENSG00000008324,SS18L2,protein_coding,4.228677566870827,4.31441633045372
ENSG00000008382,MPND,protein_coding,3.463662721119339,3.2751520960535103
ENSG00000008394,MGST1,protein_coding,4.747562733938719,4.506279282877095
ENSG00000008405,CRY1,protein_coding,2.550855541953767,2.617493473722825
ENSG00000008441,NFIX,protein_coding,1.5598707984909812,1.7021544085377576
ENSG00000008513,ST3GAL1,protein_coding,2.898706164670894,2.656883764721316
ENSG00000008516,MMP25,protein_coding,0.0255768582879641,0.05568944222788776
ENSG00000008517,IL32,protein_coding,0.022584880718972643,0.016598884752352477
ENSG00000008710,PKD1,protein_coding,3.2021184122862585,3.150870706360438
ENSG00000008735,MAPK8IP2,protein_coding,0.10338391246627303,0.3403037861201619
ENSG00000008838,MED24,protein_coding,4.107642359154544,4.413185772383313
ENSG00000008853,RHOBTB2,protein_coding,2.20559736720046,2.134794928197951
ENSG00000008869,HEATR5B,protein_coding,2.9464307993805687,2.56122885006275
ENSG00000008952,SEC62,protein_coding,3.152239089095263,2.9979132315635515
ENSG00000008988,RPS20,protein_coding,7.973972273876405,8.17789096400751
ENSG00000009307,CSDE1,protein_coding,5.689921649806218,5.604230315287377
ENSG00000009335,UBE3C,protein_coding,3.8750773203793836,4.171664778724169
ENSG00000009413,REV3L,protein_coding,2.635493373696613,2.272465002658292
ENSG00000009780,FAM76A,protein_coding,1.6304191366349394,1.4946977393305005
ENSG00000009790,TRAF3IP3,protein_coding,1.984114978127107,2.0656962922778312
ENSG00000009830,POMT2,protein_coding,2.183117781999807,2.433120678169224
ENSG00000009844,VTA1,protein_coding,3.9173117981177197,3.750966735192974
ENSG00000009954,BAZ1B,protein_coding,5.355378379240281,5.057244092444801
ENSG00000010017,RANBP9,protein_coding,4.508047697092488,4.176234141863388
ENSG00000010072,SPRTN,protein_coding,1.6143618835265157,1.4974281046739262
ENSG00000010165,EEF1AKNMT,protein_coding,4.564724460735125,4.768896528093371
ENSG00000010219,DYRK4,protein_coding,1.6812794693420525,1.9568730096629627
ENSG00000010244,ZNF207,protein_coding,3.8224235285267065,3.786742931402118
ENSG00000010256,UQCRC1,protein_coding,5.557282302316308,5.564357433710567
ENSG00000010270,STARD3NL,protein_coding,3.2803679283538782,3.433565728712062
ENSG00000010292,NCAPD2,protein_coding,6.353240739300297,6.02746881738709
ENSG00000010295,IFFO1,protein_coding,2.962954151194123,2.911365281706541
ENSG00000010310,GIPR,protein_coding,0.2567367266852705,0.2691782783043679
ENSG00000010318,PHF7,protein_coding,2.186500132507755,2.6022415726687482
ENSG00000010319,SEMA3G,protein_coding,0.22868648784935786,0.2852379463428745
ENSG00000010322,NISCH,protein_coding,3.2556789968066417,3.478739250851404
ENSG00000010361,FUZ,protein_coding,3.187379251178185,2.9861083565147855
ENSG00000010379,SLC6A13,protein_coding,0.025594782856434458,0.08578253547087941
ENSG00000010404,IDS,protein_coding,0.32888521844522006,0.3825662654584112
ENSG00000010539,ZNF200,protein_coding,2.382286948916298,1.9111355554752125
ENSG00000010610,CD4,protein_coding,3.5654017398972417,2.9307387768284974
ENSG00000010626,LRRC23,protein_coding,0.6221408195474062,0.6013215368515377
ENSG00000010671,BTK,protein_coding,5.1545037694251015,4.859133813334698
ENSG00000010704,HFE,protein_coding,0.006421383114825186,0.014091334130947314
ENSG00000010803,SCMH1,protein_coding,4.100635681171942,4.152195297435618
ENSG00000010810,FYN,protein_coding,2.753217632817255,1.8249422275504634
ENSG00000010818,HIVEP2,protein_coding,2.4969581942348773,1.9723399005584308
ENSG00000011007,ELOA,protein_coding,3.9707925971021525,3.905921475614298
ENSG00000011009,LYPLA2,protein_coding,4.758467875746138,4.691128638769399
ENSG00000011021,CLCN6,protein_coding,4.268194915927626,4.040836298791744
ENSG00000011028,AC080038.1,protein_coding,3.8236472913384496,4.60404084935657
ENSG00000011105,TSPAN9,protein_coding,0.005279620824271609,0.0038741147637198986
ENSG00000011114,BTBD7,protein_coding,2.01840414394309,2.184906432008125
ENSG00000011132,APBA3,protein_coding,1.8099156885509455,1.9744308567292306
ENSG00000011143,MKS1,protein_coding,2.414964315011442,2.860044056625811
ENSG00000011198,ABHD5,protein_coding,1.2376643700902603,1.372321698854892
ENSG00000011243,AKAP8L,protein_coding,4.087019827544528,4.145603110480451
ENSG00000011258,MBTD1,protein_coding,2.885337117347829,3.2452474181021014
ENSG00000011260,UTP18,protein_coding,4.774725986375173,4.7774389626438705
ENSG00000011275,RNF216,protein_coding,3.6104700470164524,3.9012820340124743
ENSG00000011295,TTC19,protein_coding,3.159743989503483,3.2032238573313148
ENSG00000011304,PTBP1,protein_coding,6.4763774108183245,6.59814462739959
ENSG00000011332,DPF1,protein_coding,0.7712304655597056,0.572780323954311
ENSG00000011347,SYT7,protein_coding,0.06008287143300151,0.20126975134422492
ENSG00000011376,LARS2,protein_coding,2.4987472778790814,2.434463918613605
ENSG00000011405,PIK3C2A,protein_coding,2.3677882518646327,2.0956075285253783
ENSG00000011422,PLAUR,protein_coding,2.632926545076563,3.0942638258117823
ENSG00000011426,ANLN,protein_coding,3.6712493671675164,3.214915000158671
ENSG00000011451,WIZ,protein_coding,2.939757996750673,3.159675621908052
ENSG00000011454,RABGAP1,protein_coding,2.2650152148682374,2.1376868339467907
ENSG00000011478,QPCTL,protein_coding,4.001802744339015,4.303293032711341
ENSG00000011485,PPP5C,protein_coding,4.643818846876689,4.721348291059738
ENSG00000011523,CEP68,protein_coding,1.9429096184739387,1.7831383968339118
ENSG00000011566,MAP4K3,protein_coding,1.2379167357252714,1.0018394510348587
ENSG00000011600,TYROBP,protein_coding,1.260364855898026,1.5480752678381966
ENSG00000011638,TMEM159,protein_coding,2.180494175640271,2.248723795750301
ENSG00000012048,BRCA1,protein_coding,3.98322076255009,3.8377279987162844
ENSG00000012061,ERCC1,protein_coding,3.6867092970000153,4.01233702237831
ENSG00000012171,SEMA3B,protein_coding,0.06802212224898899,0.050200609106440454
ENSG00000012174,MBTPS2,protein_coding,1.9907613934780595,1.758261922128856
ENSG00000012211,PRICKLE3,protein_coding,2.286186279134822,2.3341437612843006
ENSG00000012232,EXTL3,protein_coding,1.6128531612939174,1.6828611774520217
ENSG00000012660,ELOVL5,protein_coding,5.534585094070699,4.563925961919542
ENSG00000012822,CALCOCO1,protein_coding,1.613455005920516,1.9450018292620381
ENSG00000012963,UBR7,protein_coding,4.7971008445399015,4.584400440554771
ENSG00000012983,MAP4K5,protein_coding,2.635198156026686,2.577318150385476
ENSG00000013275,PSMC4,protein_coding,5.544350018790207,5.676813918363525
ENSG00000013288,MAN2B2,protein_coding,2.9309624288039093,3.0594780940743704
ENSG00000013306,SLC25A39,protein_coding,5.3966098791825345,5.6790725360086585
ENSG00000013364,MVP,protein_coding,0.14689212854122508,0.23681069461363488
ENSG00000013374,NUB1,protein_coding,3.8031777398529063,3.934024469824252
ENSG00000013375,PGM3,protein_coding,2.426864475436228,2.4361925272987914
ENSG00000013392,RWDD2A,protein_coding,0.7470814521274757,0.6247001720845164
ENSG00000013441,CLK1,protein_coding,3.8594394799046823,3.4103309479212127
ENSG00000013503,POLR3B,protein_coding,2.4807991553385236,2.576520904165925
ENSG00000013523,ANGEL1,protein_coding,1.8244882737373713,2.381010178262542
ENSG00000013561,RNF14,protein_coding,2.3478580367142037,2.425935518210335
ENSG00000013563,DNASE1L1,protein_coding,1.7373717621984355,1.8807318806265816
ENSG00000013573,DDX11,protein_coding,4.560807766059581,4.5218948970552475
ENSG00000013583,HEBP1,protein_coding,2.552540421922926,2.837442656197286
ENSG00000013619,MAMLD1,protein_coding,0.1621737778891696,0.23588778738723878
ENSG00000013810,TACC3,protein_coding,4.757726848249215,4.528033130514546
ENSG00000014123,UFL1,protein_coding,3.28056619211775,3.176001307859656
ENSG00000014138,POLA2,protein_coding,1.9485323427503147,1.8497326946922041
ENSG00000014164,ZC3H3,protein_coding,3.3588816238720987,3.2716264773646015
ENSG00000014216,CAPN1,protein_coding,3.708505474254056,3.5231493430930807
ENSG00000014257,ACPP,protein_coding,0.6268271933100599,0.6046158825683602
ENSG00000014641,MDH1,protein_coding,5.564959230328542,5.3059471944084615
ENSG00000014824,SLC30A9,protein_coding,2.976602672444019,2.837147860611609
ENSG00000014914,MTMR11,protein_coding,0.2820791620415764,0.1865966478813072
ENSG00000014919,COX15,protein_coding,3.053656226701852,2.8632376797502217
ENSG00000015133,CCDC88C,protein_coding,3.475784190185602,3.4224176805326114
ENSG00000015153,YAF2,protein_coding,1.1785916222572255,1.0784271780398305
ENSG00000015171,ZMYND11,protein_coding,2.2679652255817397,2.2894179450945873
ENSG00000015285,WAS,protein_coding,4.812041760106787,4.975049911462145
ENSG00000015475,BID,protein_coding,4.116179645617516,4.305369751572605
ENSG00000015479,MATR3,protein_coding,0.15183006785948203,0.12310079124376772
ENSG00000015532,XYLT2,protein_coding,2.3554314239056953,2.89532884707568
ENSG00000015568,RGPD5,protein_coding,0.625307038503091,0.5672390121523997
ENSG00000015676,NUDCD3,protein_coding,3.3751683901348124,3.2719533770254827
ENSG00000016391,CHDH,protein_coding,0.004682590235391252,0.006863501911700567
ENSG00000016864,GLT8D1,protein_coding,3.055588472172268,3.3284813111790927
ENSG00000017260,ATP2C1,protein_coding,3.2609071559552847,3.159210645724891
ENSG00000017483,SLC38A5,protein_coding,5.498193224715553,5.574930064788262
ENSG00000017797,RALBP1,protein_coding,4.253328816446351,4.2004491312132535
ENSG00000018189,RUFY3,protein_coding,1.1795765695059999,1.0537553073704908
ENSG00000018280,SLC11A1,protein_coding,0.08182713591443963,0.04857227877714578
ENSG00000018408,WWTR1,protein_coding,0.00433468789245993,0.015832638436070152
ENSG00000018510,AGPS,protein_coding,3.53995636262616,3.1643752524328193
ENSG00000018610,CXorf56,protein_coding,3.2475293628371267,3.2662592932278405
ENSG00000018699,TTC27,protein_coding,3.4555347640714977,3.4043930211023654
ENSG00000018869,ZNF582,protein_coding,0.4384769395704011,0.2287451533112671
ENSG00000019144,PHLDB1,protein_coding,0.11006241615264328,0.26004204602962044
ENSG00000019485,PRDM11,protein_coding,1.0732367010863788,0.9343591651498852
ENSG00000019991,HGF,protein_coding,4.411139365073629,4.754769629256555
ENSG00000019995,ZRANB1,protein_coding,2.8758774442945296,2.8936984776964305
ENSG00000020129,NCDN,protein_coding,3.767018589582664,3.8462460315040783
ENSG00000020181,ADGRA2,protein_coding,0.2853439971266656,0.14084643071839992
ENSG00000020256,ZFP64,protein_coding,1.895960829447489,1.9019641974409232
ENSG00000020426,MNAT1,protein_coding,2.6498385229039583,2.5745044091591516
ENSG00000020577,SAMD4A,protein_coding,0.002997915812929032,0.026173668031012287
ENSG00000020633,RUNX3,protein_coding,2.658008695638744,2.0397092789722127
ENSG00000020922,MRE11,protein_coding,3.4393128289900203,3.149281537599392
ENSG00000021355,SERPINB1,protein_coding,2.8459344328344485,2.8462076199252158
ENSG00000021574,SPAST,protein_coding,1.5502476999155876,1.1998487880516784
ENSG00000021762,OSBPL5,protein_coding,2.36736259070014,2.656391214169509
ENSG00000021776,AQR,protein_coding,2.787695178698013,2.840240934708088
ENSG00000021826,CPS1,protein_coding,0.9043126520096199,1.1516809193561666
ENSG00000022267,FHL1,protein_coding,0.029683146251590787,0.19706769585408856
ENSG00000022277,RTF2,protein_coding,4.532182038465832,4.068239191257329
ENSG00000022567,SLC45A4,protein_coding,1.043817155686669,1.0629962544380818
ENSG00000022840,RNF10,protein_coding,4.432097031896838,4.345446128682588
ENSG00000022976,ZNF839,protein_coding,2.350069160083997,2.629512530319594
ENSG00000023041,ZDHHC6,protein_coding,4.673089478318601,4.494381080308925
ENSG00000023171,GRAMD1B,protein_coding,1.993920228592207,1.7725445400278084
ENSG00000023191,RNH1,protein_coding,4.033880066985292,3.683903491022148
ENSG00000023228,NDUFS1,protein_coding,3.5483001751905987,3.0617211031312768
ENSG00000023287,RB1CC1,protein_coding,2.3645655806043404,2.129414614280543
ENSG00000023318,ERP44,protein_coding,3.7755367988735156,3.77297220433686
ENSG00000023330,ALAS1,protein_coding,5.3330989223469265,5.422923075757943
ENSG00000023445,BIRC3,protein_coding,0.2119642021857564,0.3354686238427674
ENSG00000023516,AKAP11,protein_coding,2.4176730965624,2.570917658912139
ENSG00000023572,GLRX2,protein_coding,1.8035518585424606,1.7671720436527125
ENSG00000023608,SNAPC1,protein_coding,1.1821792238799123,1.3404731019301208
ENSG00000023697,DERA,protein_coding,3.5462615398779636,3.3469085541828667
ENSG00000023734,STRAP,protein_coding,6.309474113523455,6.3626983602376646
ENSG00000023839,ABCC2,protein_coding,0.15033701935229543,0.32049872770108395
ENSG00000023892,DEF6,protein_coding,5.255232570756827,4.832238549642381
ENSG00000023902,PLEKHO1,protein_coding,3.112577554991929,2.7886624810867984
ENSG00000023909,GCLM,protein_coding,1.784408300506659,1.8914700712205659
ENSG00000024048,UBR2,protein_coding,2.960020631264272,2.785256491105682
ENSG00000024526,DEPDC1,protein_coding,2.3466247928663506,2.1639294154120097
ENSG00000024862,CCDC28A,protein_coding,4.249818184262231,4.060403262482279
ENSG00000025039,RRAGD,protein_coding,3.1311551327251768,3.0807484004047105
ENSG00000025156,HSF2,protein_coding,3.497832727212739,3.6678071007080035
ENSG00000025293,PHF20,protein_coding,3.0419487984208606,3.1403899345447193
ENSG00000025423,HSD17B6,protein_coding,0.7385893445907089,0.6749733149452851
ENSG00000025434,NR1H3,protein_coding,1.1916897904576085,1.1507783675527494
ENSG00000025708,TYMP,protein_coding,0.5500316256235466,0.30110667587100987
ENSG00000025770,NCAPH2,protein_coding,5.4579616222169145,5.3086410544358555
ENSG00000025772,TOMM34,protein_coding,4.964257624615732,4.778903740964776
ENSG00000025796,SEC63,protein_coding,4.157340653374061,3.7389278236281585
ENSG00000025800,KPNA6,protein_coding,3.766799439725907,3.6661917323391404
ENSG00000026025,VIM,protein_coding,6.079054809309391,6.085350533472533
ENSG00000026036,RTEL1-TNFRSF6B,protein_coding,0.8715691083414258,0.7183025836653332
ENSG00000026103,FAS,protein_coding,0.6314799684750828,0.7899139818030168
ENSG00000026297,RNASET2,protein_coding,2.2815741771950244,3.79191748556275
ENSG00000026508,CD44,protein_coding,5.751967188957907,5.29064777950986
ENSG00000026652,AGPAT4,protein_coding,0.036956049423916226,0.18847032361912608
ENSG00000026950,BTN3A1,protein_coding,2.2020995870420004,2.11502019949154
ENSG00000027001,MIPEP,protein_coding,2.3319747422792183,2.952468605655856
ENSG00000027697,IFNGR1,protein_coding,4.3779559486670605,3.962519080686165
ENSG00000027847,B4GALT7,protein_coding,2.033187097076141,2.1643888588592146
ENSG00000027869,SH2D2A,protein_coding,0.2527533087619112,0.4845343959061631
ENSG00000028116,VRK2,protein_coding,2.9129214093002993,2.347941774148206
ENSG00000028137,TNFRSF1B,protein_coding,0.4666991474417659,0.40529498344251985
ENSG00000028203,VEZT,protein_coding,2.828847865149345,2.435589432570912
ENSG00000028277,POU2F2,protein_coding,0.13444161286427908,0.22382363467138303
ENSG00000028310,BRD9,protein_coding,3.1066846488445137,3.2269540076959284
ENSG00000028528,SNX1,protein_coding,3.5002956773028746,3.671597188731138
ENSG00000028839,TBPL1,protein_coding,2.461123356419311,2.3827449974547443
ENSG00000029153,ARNTL2,protein_coding,2.8325139162710875,2.5788931550812166
ENSG00000029363,BCLAF1,protein_coding,4.795081153024298,4.402360221373854
ENSG00000029364,SLC39A9,protein_coding,2.6671643743636353,2.8335683187308844
ENSG00000029534,ANK1,protein_coding,0.05638870878825251,0.1639829483857075
ENSG00000029639,TFB1M,protein_coding,2.467875228802233,2.4590082219525944
ENSG00000029725,RABEP1,protein_coding,2.916882565579641,2.8848548848195326
ENSG00000029993,HMGB3,protein_coding,4.439020603488224,4.206103253382976
